IDPIF,SUPQUEMADA,MUERTOS,HERIDOS,COMUNIDAD,PROVINCIA,COMARCA,MUNICIPIO,LATITUD,LONGITUD,FECHA,TIME_CTRL,TIME_EXT,IDGRUPOCAUSA,CAUSA,PERSONAL,PESADOS,AEREOS,GASTOS_EXT,PERDIDAS
2009332078,202.0,0,0,ASTURIAS,ASTURIAS,NARCEA,ALLANDE,43.23767500,-6.71428500,2009-03-14,440,500,4,Provocados por pastores y ganaderos para regenerar el pasto,11,1,1,0,52168
2009330550,202.0,0,0,ASTURIAS,ASTURIAS,NARCEA,ALLANDE,43.32133400,-6.73073700,2009-03-15,254,609,4,Provocados por pastores y ganaderos para regenerar el pasto,12,0,1,0,62680
2009330508,202.0,0,0,ASTURIAS,ASTURIAS,NARCEA,ALLANDE,43.32133400,-6.73073700,2009-03-14,440,500,4,Provocados por pastores y ganaderos para regenerar el pasto,11,1,1,0,52168
2011490458,201.7,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,LUBIAN,42.05834400,-6.87804000,2011-12-28,693,993,4,Sin datos,17,1,1,0,0
2012490285,201.5,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.18111900,-6.86372200,2012-03-12,1375,1615,6,RAYO,30,0,4,0,0
2002290156,201.0,0,0,ANDALUCIA,MALAGA,ANTEQUERA,ANTEQUERA,36.99281500,-4.73062300,2002-07-25,745,985,3,TRABAJOS FORESTALES,190,14,10,54476,65868
2012390647,200.9,0,0,CANTABRIA,CANTABRIA,COMARCA 10,ARREDONDO,43.26925500,-3.63252000,2012-03-15,0,3300,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,0,0,121028
2013100282,200.72,0,0,EXTREMADURA,CACERES,IBORES-VILLUERCAS,FRESNEDOSO DE IBOR,39.69689800,-5.54650100,2013-07-21,90,8820,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),108,11,9,0,0
2006100037,200.56,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,PEDROSO DE ACIM,39.85452200,-6.40460700,2006-07-17,450,7290,6,RAYO,165,56,6,0,0
2006151685,200.0,0,0,GALICIA,A CORUÑA,SANTIAGO-MESETA INTERIOR,TORDOIA,43.08560200,-8.55252900,2006-08-09,800,805,4,Provocados por pastores y ganaderos para regenerar el pasto,21,10,0,0,857044
2001490405,200.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.15981700,-6.84483500,2001-12-16,3960,4110,4,Provocados por cazadores para facilitar la caza,14,0,0,0,0
2001490409,200.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.15981700,-6.84483500,2001-12-16,3960,4110,4,Provocados por cazadores para facilitar la caza,29,0,1,0,0
2006151800,200.0,0,0,GALICIA,A CORUÑA,SANTIAGO-MESETA INTERIOR,BOQUEIXÓN-CASANOVA,42.87692600,-8.41984300,2006-08-08,210,435,4,Otras motivaciones,32,2,0,0,1536140
2002330489,200.0,0,0,ASTURIAS,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.10511800,-6.55073300,2002-02-01,0,750,4,Provocados por pastores y ganaderos para regenerar el pasto,5,0,0,0,0
2008240021,200.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,TRUCHAS,42.26897900,-6.41487700,2008-01-24,1440,1799,4,Provocados por cazadores para facilitar la caza,17,0,1,0,0
2010330549,200.0,0,0,ASTURIAS,ASTURIAS,ORIENTE,CANGAS DE ONÍS,43.32057000,-5.09069800,2010-03-17,1085,1085,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,7,0,1,0,0
2006240076,200.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,ENCINEDO,42.26500300,-6.64048900,2006-02-12,2590,2650,4,Provocados por cazadores para facilitar la caza,10,0,0,0,0
2006321133,200.0,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,COLES,42.40179900,-7.86312800,2006-08-10,1620,5630,4,Sin datos,153,14,8,0,283420
2006361627,200.0,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,"CAÑIZA, A",42.20848100,-8.29434100,2006-08-07,580,1205,6,RAYO,37,3,2,60392,769996
2002330561,200.0,0,0,ASTURIAS,ASTURIAS,NARCEA,TINEO,43.33933400,-6.48244900,2002-02-02,449,780,5,RAYO,15,2,0,0,961424
2005322723,200.0,0,0,GALICIA,OURENSE,VERIN-VIANA,LAZA,42.27754100,-7.39448800,2005-08-07,660,960,4,Provocados por cazadores para facilitar la caza,86,8,11,0,0
2006151546,200.0,0,0,GALICIA,A CORUÑA,BARBANZA,LOUSAME,42.76786800,-8.83399400,2006-08-06,1300,1325,4,Otras motivaciones,47,5,1,0,1431296
2001110108,200.0,0,0,ANDALUCIA,CADIZ,CAMPO DE GIBRALTAR,"BARRIOS, LOS",36.24176600,-5.55840200,2001-10-09,1218,1608,3,TRABAJOS FORESTALES,272,13,7,0,0
2004390010,200.0,0,0,CANTABRIA,CANTABRIA,COMARCA 8,VEGA DE PAS,43.15120700,-3.76463200,2004-02-04,0,1450,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,0,0,47200
2011500209,200.0,0,0,ARAGON,ZARAGOZA,ZARAGOZA,ZARAGOZA,41.84647900,-1.02124200,2011-06-28,608,757,3,HOGUERAS,34,0,4,0,6342
2001500098,200.0,0,0,ARAGON,ZARAGOZA,ZARAGOZA,ZARAGOZA,41.72155200,-0.89612500,2001-07-25,0,1045,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),30,0,0,0,2524
2003100693,200.0,0,0,EXTREMADURA,CACERES,IBORES-VILLUERCAS,LOGROSÁN,39.33984100,-5.51214100,2003-08-15,470,630,4,Sin datos,142,2,0,0,151696
2004490407,200.0,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,MUGA DE SAYAGO,41.36641000,-6.24873300,2004-07-28,285,300,4,Sin datos,123,3,4,0,1095004
2009320529,200.0,0,0,GALICIA,OURENSE,A LIMIA,LOBIOS,41.96514300,-8.07149400,2009-03-22,1242,1428,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,83,6,7,0,156612
2003200059,200.0,0,0,EUSKADI,GUIPUZCOA,GOIERRI,ORDIZIA,43.06077700,-2.18027100,2003-08-08,7410,7420,4,Sin datos,34,2,1,0,0
2006240078,200.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,ENCINEDO,42.26500300,-6.64048900,2006-02-12,0,1910,4,Provocados por cazadores para facilitar la caza,5,0,0,0,0
2013190182,199.5,0,0,CASTILLA-MANCHA,GUADALAJARA,CAMPIÑA,TÓRTOLA DE HENARES,40.71484300,-3.14646700,2013-08-01,516,4498,2,FUMADORES,127,17,17,0,0
2009230123,199.5,0,0,ANDALUCIA,JAEN,SIERRA DE SEGURA,SEGURA DE LA SIERRA,38.27462700,-2.75296400,2009-09-10,1615,5895,3,HOGUERAS,377,17,25,0,0
2004322523,199.0,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,BAÑOS DE MOLGAS,42.19605800,-7.69417100,2004-07-31,440,560,4,Sin datos,38,5,6,0,0
2006060021,198.5,0,0,EXTREMADURA,BADAJOZ,BADAJOZ-CENTRO,"NAVA DE SANTIAGO, LA",39.04261300,-6.49149500,2006-06-25,210,505,6,RAYO,62,11,4,0,0
2012320694,198.16,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,CARBALLEDA DE VALDEORRAS,42.32464400,-6.81600700,2012-03-11,1030,1477,3,TRABAJOS FORESTALES,42,1,9,0,268388
2012390266,198.0,0,0,CANTABRIA,CANTABRIA,COMARCA 9,MIERA,43.28749000,-3.71645300,2012-03-24,0,4921,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,0,0,122008
2002390022,198.0,0,0,CANTABRIA,CANTABRIA,COMARCA 10,ARREDONDO,43.26925500,-3.63252000,2002-01-28,1410,1470,4,Provocados por pastores y ganaderos para regenerar el pasto,13,0,0,0,134084
2013490134,197.86,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,42.02164100,-6.95134100,2013-08-24,2310,3570,4,Sin datos,23,5,3,0,0
2006361047,197.1,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,CALDAS DE REIS,42.59854200,-8.68564200,2006-07-17,940,1895,4,Provocados por pirómanos,70,9,10,0,5125020
2012240119,197.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,VEGA DE ESPINAREDA,42.79146800,-6.77339800,2012-02-24,3164,3164,4,Sin datos,15,2,4,0,0
2005490165,197.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,LUBIAN,42.05238800,-6.95404600,2005-02-12,1260,1560,4,Provocados por pastores y ganaderos para regenerar el pasto,38,2,2,7652,0
2006361554,196.31,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,PONTEVEDRA,42.37337700,-8.59149400,2006-08-06,230,350,4,Provocados por pirómanos,16,0,3,132908,1014176
2012240532,196.11,0,0,CASTILLA Y LEON,LEON,GRADEFES,ALMANZA,42.74263900,-5.00078100,2012-08-23,2930,3079,4,Sin datos,96,10,10,0,0
2003100605,196.0,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,ABADÍA,41.67279200,-6.06924500,2003-09-10,725,2045,4,Sin datos,106,13,2,0,0
2003060253,196.0,0,0,EXTREMADURA,BADAJOZ,TENTUDIA,PUEBLA DEL MAESTRE,38.10231500,-6.11978600,2003-08-04,465,570,4,Provocados por pirómanos,56,5,1,0,2278528
2006151927,196.0,0,0,GALICIA,A CORUÑA,BARBANZA,LOUSAME,42.74186200,-8.89508700,2006-08-10,2020,2295,4,Otras motivaciones,51,6,5,0,8024228
2006151210,196.0,0,0,GALICIA,A CORUÑA,BERGANTIÑOS-MARIÑAS COR,"LARACHA, A",43.20498600,-8.51219200,2006-07-23,1500,1610,4,Otras motivaciones,106,16,5,0,3335324
2002330681,196.0,0,0,ASTURIAS,ASTURIAS,EO-NAVIA,GRANDAS DE SALIME,43.19769500,-6.90079700,2002-02-02,495,500,4,"Provocados para ahuyentar animales (lobos, jabalíes)",7,1,0,832,286872
2006321056,196.0,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,COLES,42.41441700,-7.81954800,2006-08-08,3295,8560,4,Sin datos,112,7,8,0,1621652
2005080355,195.25,0,2,CATALUÑA,BARCELONA,VALLS OCCIDENTAL,CASTELLBISBAL,41.47850700,1.97308600,2005-07-05,420,1200,4,Sin datos,557,99,22,0,0
2005323604,195.0,0,0,GALICIA,OURENSE,A LIMIA,BALTAR,42.48274200,-8.02852100,2005-09-03,620,1865,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,83,4,7,0,0
2003320124,195.0,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,VILAMARTÍN DE VALDEORRAS,42.46764600,-7.08510800,2003-03-16,1200,1420,5,RAYO,49,6,2,0,16176
2009100372,195.0,0,0,EXTREMADURA,CACERES,MONFRAGUE,MALPARTIDA DE PLASENCIA,40.00590500,-6.01693200,2009-07-26,1291,3076,4,Sin datos,148,5,6,0,0
2012390357,194.89,0,0,CANTABRIA,CANTABRIA,COMARCA 9,VILLACARRIEDO,43.22412600,-3.83186300,2012-03-26,75,1320,4,Provocados por pastores y ganaderos para regenerar el pasto,11,0,0,0,121992
2011322298,194.84,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,VILAMARÍN,42.45255500,-7.87587900,2011-10-14,4018,5548,4,Disensiones en cuanto a la titularidad de los montes públicos o privados,45,3,1,0,5612360
2003100488,194.5,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,ROBLEDILLO DE LA VERA,40.07758600,-5.56432800,2003-08-14,1750,3595,4,Sin datos,60,7,1,0,90328
2006170164,194.03,0,0,CATALUÑA,GIRONA,ALT EMPORDA,TERRADES,42.30368200,2.83949800,2006-08-04,5503,6052,3,TRABAJOS FORESTALES,512,105,15,0,0
2005390145,194.0,0,0,CANTABRIA,CANTABRIA,COMARCA 8,VEGA DE PAS,43.15120700,-3.76463200,2005-03-16,10620,10680,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),23,2,0,992,55442
2002390086,194.0,0,1,CANTABRIA,CANTABRIA,COMARCA 4,"TOJOS, LOS",43.14314400,-4.21725100,2002-01-26,990,1890,4,Provocados por pastores y ganaderos para regenerar el pasto,20,1,0,2212,188620
2006460128,194.0,0,1,C. VALENCIANA,VALENCIA,EL CAMP DE TURIA,VILAMARXANT,39.59445700,-0.67314600,2006-07-20,1645,6089,4,Otras motivaciones,436,26,33,0,1580264
2012120088,193.6,0,0,C. VALENCIANA,CASTELLON,LA PLANA ALTA,TORREBLANCA,40.18986400,0.19100200,2012-11-28,1988,2698,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,69,14,1,0,0
2012170120,193.3,0,0,CATALUÑA,GIRONA,EL GIRONES,MADREMANYA,42.00386100,2.95169800,2012-08-24,1915,6959,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),192,45,10,0,0
2004210112,193.14,0,0,ANDALUCIA,HUELVA,CUENCA MINERA,"CAMPILLO, EL",37.72561300,-6.68881500,2004-07-22,853,1573,4,Provocados por cazadores para facilitar la caza,227,20,16,0,504304
2006321436,193.0,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,"BARCO DE VALDEORRAS, O",42.38543000,-6.97890000,2006-09-05,1324,2704,4,Sin datos,39,8,12,0,162504
2002200037,193.0,0,0,EUSKADI,GUIPUZCOA,DONOSTIALDEA,DONOSTIA-SAN SEBASTIÁN,43.29605800,-1.98760000,2002-02-01,600,660,2,HOGUERAS,59,6,1,0,201456
2012160441,192.42,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA BAJA,REILLO,39.85959000,-1.91544100,2012-08-09,1837,6377,1,RAYO,409,32,22,0,0
2005070009,192.0,0,0,ILLES BALEARS,ILLES BALEARS,MALLORCA,MURO,39.77884600,3.08270000,2005-02-13,598,643,4,Sin datos,45,6,1,31128,0
2001010031,191.65,0,0,EUSKADI,ALAVA,RIBERAS,VALDEGOVIA,42.83056300,-3.03670500,2001-08-01,1275,1590,3,TRABAJOS FORESTALES,128,17,2,177224,815178
2011240584,191.4,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,VILLAFRANCA DEL BIERZO,42.73873900,-6.80740100,2011-10-17,4103,5982,4,Sin datos,35,3,1,0,0
2011321915,191.31,0,0,GALICIA,OURENSE,VERIN-VIANA,"GUDIÑA, A",42.08368800,-7.09063200,2011-10-03,1695,4570,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,170,13,22,0,652360
2008050013,190.75,0,0,CASTILLA Y LEON,AVILA,EL BARCO DE AVILA,NAVALPERAL DE TORMES,40.32647200,-5.27625100,2008-02-08,470,1050,4,Sin datos,89,2,3,0,0
2010390122,190.11,0,0,CANTABRIA,CANTABRIA,COMARCA 9,SELAYA,43.20415300,-3.76483800,2010-03-01,3030,3300,4,Provocados por pastores y ganaderos para regenerar el pasto,28,0,1,4624,152812
2011390025,190.0,0,0,CANTABRIA,CANTABRIA,COMARCA 10,SOBA,43.19793000,-3.54678200,2011-01-16,1800,2640,4,Provocados por pastores y ganaderos para regenerar el pasto,3,0,0,0,120504
2001370109,190.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,VILLAR DE PERALONSO,41.03699800,-6.21011200,2001-08-14,450,790,3,TRABAJOS FORESTALES,192,14,4,0,168012
2005130016,190.0,0,0,CASTILLA-MANCHA,CIUDAD REAL,MANCHA,VILLARUBIA DE LOS OJOS,39.21731700,-3.64317400,2005-02-22,300,540,2,QUEMA AGRÍCOLA (QUEMA DE RESTOS DE PODA),29,3,0,547,35956
2005240626,190.0,0,0,CASTILLA Y LEON,LEON,CANALES-LA MAGDALENA,RIELLO,42.80839000,-6.01947800,2005-07-21,675,1275,4,Provocados por pastores y ganaderos para regenerar el pasto,32,6,6,0,0
2006490263,190.0,0,0,CASTILLA Y LEON,ZAMORA,ALCAÑICES,FONFRIA,41.64846100,-6.21124200,2006-09-09,1323,2883,1,RAYO,214,6,7,109452,0
2012240045,190.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,TRUCHAS,42.31189300,-6.46564200,2012-02-10,1077,1077,4,Sin datos,10,1,0,0,0
2001130050,190.0,0,0,CASTILLA-MANCHA,CIUDAD REAL,MANCHA,DAIMIEL,39.06899400,-3.61007100,2001-07-10,499,529,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),38,5,1,0,0
2006030006,190.0,0,0,C. VALENCIANA,ALICANTE,LA MARINA BAIXA,FINESTRAT,38.57601500,-0.20237600,2006-03-07,2007,2659,4,Sin datos,68,3,9,0,1776852
2003321235,190.0,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,CARBALLEDA DE VALDEORRAS,42.42282900,-6.91109100,2003-08-10,303,1743,4,Sin datos,66,6,8,0,0
2012330529,190.0,0,0,ASTURIAS,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.14459400,-6.67317300,2012-03-14,2903,2916,4,Provocados por pastores y ganaderos para regenerar el pasto,14,0,0,0,0
2012390380,190.0,0,0,CANTABRIA,CANTABRIA,COMARCA 3,POLACIONES,43.09415100,-4.41368700,2012-03-27,1290,1470,4,Provocados por pastores y ganaderos para regenerar el pasto,26,5,3,528,217204
2005240671,190.0,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,TRABADELO,42.64971900,-6.87198400,2005-08-06,1893,3408,4,Sin datos,123,6,10,0,0
2002060087,190.0,0,0,EXTREMADURA,BADAJOZ,LA SERENA,VALLE DE LA SERENA,38.71796400,-5.81021400,2002-07-03,340,1330,4,Provocados por venganzas,38,7,3,0,0
2003322101,190.0,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,XUNQUEIRA DE AMBÍA,42.15317900,-7.70760400,2003-09-15,1085,2164,4,Sin datos,78,0,12,0,0
2004331739,189.79,0,0,ASTURIAS,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.10511800,-6.55073300,2004-10-03,1675,2684,4,Sin datos,33,4,6,0,294460
2002390116,189.0,0,0,CANTABRIA,CANTABRIA,COMARCA 3,TUDANCA,43.15603000,-4.36031800,2002-01-29,420,1080,4,Sin datos,16,0,0,540,220108
2002310042,189.0,0,0,NAVARRA,NAVARRA,ZONA 1,ITUREN,43.13812800,-1.71919200,2002-02-02,0,1620,4,Sin datos,14,2,0,0,0
2001040046,188.6,0,0,ANDALUCIA,ALMERIA,SIERRA NEVADA  (AL),CANJÁYAR,37.05227400,-2.71620200,2001-06-17,360,450,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),114,8,8,0,0
2013100296,188.2,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,TORREMOCHA,39.34048300,-6.18149500,2013-08-10,393,3303,4,Sin datos,202,14,10,0,0
2005240330,188.0,0,0,CASTILLA Y LEON,LEON,BENAVIDES DE ORBIGO,VALDESAMARIO,42.70824400,-5.90350700,2005-02-18,714,790,4,Sin datos,17,3,1,0,0
2007100199,188.0,0,0,EXTREMADURA,CACERES,AMBROZ-JERTE Y TIETAR,CABEZABELLOSA,40.11232800,-6.01303500,2007-08-05,1350,2700,1,RAYO,84,10,3,0,0
2003100231,188.0,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,MORALEJA,39.98632800,-6.70469300,2003-08-01,380,501,5,RAYO,27,1,1,0,0
2012210099,187.9,0,0,ANDALUCIA,HUELVA,EL CONDADO,BEAS,37.44755000,-6.83742400,2012-06-15,1670,3000,5,RAYO,209,20,11,0,0
2003060531,187.34,0,0,EXTREMADURA,BADAJOZ,SIERRA DE SAN PEDRO,OTRA PROVINCIA,39.25377800,-7.24977400,2003-08-02,4320,14350,1,RAYO,45,2,3,0,415336
2010180110,186.79,0,0,ANDALUCIA,GRANADA,SIERRAS LITORALES,"GUAJARES, LOS",36.87311300,-3.53887800,2010-10-30,1064,2654,4,Sin datos,366,11,13,0,1472988
2003130073,186.4,0,0,CASTILLA-MANCHA,CIUDAD REAL,MONTES NORTE,FONTANAREJO,39.20893900,-4.51046100,2003-07-09,396,1956,4,Sin datos,83,13,10,0,0
2013150688,186.36,0,0,GALICIA,A CORUÑA,BARBANZA,RIANXO,42.68866500,-8.76177600,2013-09-08,1090,3155,4,Provocados por pirómanos,86,9,10,0,1365672
2006151077,186.0,0,0,GALICIA,A CORUÑA,BERGANTIÑOS-MARIÑAS COR,LAXE,43.16476200,-9.02973300,2006-07-18,1750,2490,4,Otras motivaciones,73,15,2,0,2569792
2012240185,186.0,0,0,CASTILLA Y LEON,LEON,BEMBIBRE,NOCEDA DEL BIERZO,42.71980600,-6.43082800,2012-03-01,1909,1936,2,OTRAS NEGLIGENCIAS (OTRAS),32,3,5,0,0
2006240463,186.0,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,OENCIA,42.54609800,-6.99208300,2006-09-08,3824,4252,4,Sin datos,28,1,6,0,0
2005230248,185.0,0,0,ANDALUCIA,JAEN,SIERRA DE SEGURA,ORCERA,38.31405200,-2.72267700,2005-08-07,180,210,1,RAYO,103,5,2,0,0
2012390390,185.0,0,0,CANTABRIA,CANTABRIA,COMARCA 9,SAN ROQUE DE RIOMIERA,43.22013000,-3.71720300,2012-03-27,0,150,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,0,0,114012
2009320480,185.0,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,PADRENDA,42.13155800,-8.16316500,2009-03-20,519,725,4,Otras motivaciones,63,6,10,0,3674072
2005210073,185.0,0,0,ANDALUCIA,HUELVA,EL CONDADO,ALMONTE,37.18300400,-6.67368800,2005-04-01,557,742,5,RAYO,104,6,4,0,0
2006151037,184.77,0,0,GALICIA,A CORUÑA,BERGANTIÑOS-MARIÑAS COR,PONTECESO,43.25741900,-8.92664500,2006-07-17,858,2980,1,RAYO,40,5,0,0,1739020
2001240437,184.5,0,0,CASTILLA Y LEON,LEON,TRUCHAS,TRUCHAS,42.26897900,-6.41487700,2001-09-07,4610,8900,4,Provocados por pastores y ganaderos para regenerar el pasto,92,2,7,20316,0
2005151768,184.3,0,0,GALICIA,A CORUÑA,BARBANZA,RIBEIRA,42.58425500,-8.97619900,2005-08-14,1380,2360,4,Sin datos,102,11,7,0,0
2003270354,184.3,0,0,GALICIA,LUGO,LUGO-SARRIA,CASTROVERDE,43.04557000,-7.38233400,2003-06-21,865,1825,4,Sin datos,33,4,1,15020,4923616
2008331045,184.21,0,0,ASTURIAS,ASTURIAS,ORIENTE,PONGA,43.23459600,-5.25606500,2008-02-24,0,1876,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,0,0,472056
2010321056,184.14,0,0,GALICIA,OURENSE,VERIN-VIANA,CASTRELO DO VAL,42.04737200,-7.27280900,2010-08-31,2140,4250,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,187,15,11,0,8540
2003100324,184.04,0,0,EXTREMADURA,CACERES,CACERES-CENTRO,PUERTO DE SANTA CRUZ,39.28885000,-5.84366800,2003-07-30,90,120,3,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),171,4,1,0,0
2004160164,184.0,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA MEDIA,"PESQUERA, LA",39.58485100,-1.56851900,2004-08-24,1310,3320,1,RAYO,218,9,20,438396,659448
2002362573,184.0,0,0,GALICIA,PONTEVEDRA,CALDAS-O SALNES,"LAMA, A",42.39811500,-8.35728700,2002-08-30,3165,3175,4,Provocados por pastores y ganaderos para regenerar el pasto,16,8,0,234924,0
2012490327,183.53,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,PEDRALBA DE LA PRADERIA,41.96574000,-6.70744000,2012-03-24,1430,2625,2,QUEMA AGRÍCOLA (QUEMA DE LINDES Y BORDES DE FINCAS),42,2,3,0,0
2004330197,183.0,0,0,ASTURIAS,ASTURIAS,EO-NAVIA,VILLAYÓN,43.41364700,-6.70459700,2004-02-04,0,840,5,RAYO,15,1,2,0,92660
2004322369,183.0,0,0,GALICIA,OURENSE,VALDEORRAS-TRIVES,"BARCO DE VALDEORRAS, O",42.39480900,-7.00745400,2004-07-27,1910,3050,4,Sin datos,35,5,8,0,280772
2008390154,183.0,0,0,CANTABRIA,CANTABRIA,COMARCA 10,SOBA,43.19793000,-3.54678200,2008-02-15,0,0,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,0,0,112772
2002040042,183.0,0,0,ANDALUCIA,ALMERIA,ALMERÍA,BENAHADUX,36.90459400,-2.51194000,2002-06-26,565,645,1,RAYO,45,0,2,14000,8780
2007321021,182.0,0,0,GALICIA,OURENSE,A LIMIA,MUIÑOS,41.89115900,-7.94004400,2007-11-10,540,615,4,Sin datos,6,4,4,0,45984
2003060515,182.0,0,0,EXTREMADURA,BADAJOZ,LA SERENA,CAMPANARIO,38.88209300,-5.59767900,2003-07-06,0,720,4,Provocados por venganzas,40,2,1,0,0
2002321577,182.0,0,0,GALICIA,OURENSE,MIÑO-ARNOIA,XUNQUEIRA DE ESPADANEDO,42.34630300,-7.64124100,2002-04-25,375,630,4,Provocados por cazadores para facilitar la caza,32,3,5,0,704052
2006210028,181.8,0,0,ANDALUCIA,HUELVA,EL CONDADO,BEAS,37.48144000,-6.82937000,2006-05-27,473,2448,6,RAYO,114,17,7,0,0
2011240529,181.7,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,VILLAFRANCA DEL BIERZO,42.76448400,-6.87663100,2011-10-06,2864,8697,4,Sin datos,113,4,4,0,0
2012080312,181.6,0,0,CATALUÑA,BARCELONA,ANOIA,"PRATS DE REI, ELS",41.70279400,1.55383700,2012-06-29,1718,7492,3,MOTORES Y MÁQUINAS (VEHÍCULOS LIGEROS Y PESADOS),269,39,11,0,0
2003160047,181.0,0,0,CASTILLA-MANCHA,CUENCA,SERRANIA MEDIA,VALDETÓRTOLA,39.92605200,-2.16938400,2003-07-01,935,3275,3,TRABAJOS FORESTALES,177,11,6,0,178168
2002360337,181.0,0,0,GALICIA,PONTEVEDRA,O CONDADO-A PARANDATA,CRECENTE,42.17880300,-8.18782500,2002-03-27,725,880,5,RAYO,54,0,4,443808,840112
2009240695,181.0,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,VILLAFRANCA DEL BIERZO,42.63584400,-6.79758900,2009-09-10,2311,2798,4,Sin datos,202,9,11,0,0
2011390144,180.7,0,0,CANTABRIA,CANTABRIA,COMARCA 10,ARREDONDO,43.26925500,-3.63252000,2011-02-10,1290,1965,4,Provocados por pastores y ganaderos para regenerar el pasto,16,0,1,156,241572
2012321107,180.51,0,0,GALICIA,OURENSE,VERIN-VIANA,OÍMBRA,41.89853400,-7.48865800,2012-07-20,1255,1656,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,162,16,13,0,155944
2012490224,180.5,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,LUBIAN,42.06300000,-6.94712800,2012-02-28,3330,4380,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,1,0,0
2003240249,180.0,0,0,CASTILLA Y LEON,LEON,LA VECILLA-LA ROBLA,POLA DE GORDON LA,42.87603900,-5.69006300,2003-08-06,0,5430,4,Sin datos,27,1,1,0,35844
2002060410,180.0,0,0,EXTREMADURA,BADAJOZ,LA SERENA,PERALEDA DEL ZAUCEJO,38.47814500,-5.57533700,2002-07-25,930,1110,4,Sin datos,116,6,6,0,81600
2012490188,180.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.20769800,-6.86504900,2012-02-23,1230,1290,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,20,0,5,0,0
